session_id,start_time,end_time,energy_kwh,duration_hours,cost_inr,vehicle_type,duration_calc_hours,cost_per_kwh,hour_of_day,day_of_week,is_weekend,month
SES_54688,2024-08-15 23:33:00,2024-08-16 01:08:29,1.5,95.5,23.07,2W,1.591388888888889,15.38,23,3,0,8
SES_65936,2024-09-20 14:13:00,2024-09-20 14:55:43,5.13,42.7,78.5,3W,0.7119444444444445,15.30214424951267,14,4,0,9
SES_18143,2024-11-17 14:13:00,2024-11-17 16:10:45,50.6,117.8,787.58,4W,1.9625,15.564822134387352,14,6,1,11
SES_67424,2024-09-04 10:58:00,2024-09-04 12:09:15,7.42,71.3,120.67,3W,1.1875,16.262803234501348,10,2,0,9
SES_20342,2024-04-10 07:50:00,2024-04-10 09:06:45,9.73,76.8,147.32,3W,1.2791666666666666,15.140801644398765,7,2,0,4
SES_74770,2024-02-15 18:55:00,2024-02-15 19:51:24,2.06,56.4,32.8,2W,0.94,15.922330097087377,18,3,0,2
SES_50738,2024-08-22 21:31:00,2024-08-22 22:19:51,5.49,48.9,92.71,3W,0.8141666666666667,16.887067395264115,21,3,0,8
SES_40300,2024-05-10 09:29:00,2024-05-10 10:14:15,2.53,45.3,41.75,2W,0.7541666666666667,16.50197628458498,9,4,0,5
SES_53594,2024-10-30 16:13:00,2024-10-30 17:42:54,2.0,89.9,30.99,2W,1.4983333333333333,15.495,16,2,0,10
SES_62970,2024-10-29 21:39:00,2024-10-29 22:46:44,7.24,67.7,109.82,3W,1.1288888888888888,15.168508287292816,21,1,0,10
SES_89007,2024-05-02 16:44:00,2024-05-02 18:31:47,3.24,107.8,57.49,2W,1.7963888888888888,17.743827160493826,16,3,0,5
SES_71851,2024-01-16 01:15:00,2024-01-16 03:05:38,37.05,110.6,574.07,4W,1.843888888888889,15.494466936572202,1,1,0,1
SES_42425,2024-09-10 17:55:00,2024-09-10 20:37:58,50.24,163.0,880.57,4W,2.716111111111111,17.527269108280255,17,1,0,9
SES_31806,2024-07-06 12:17:00,2024-07-06 13:53:37,31.3,96.6,518.71,4W,1.6102777777777777,16.572204472843453,12,5,1,7
SES_13452,2024-07-24 02:07:00,2024-07-24 03:22:39,6.79,75.7,118.04,3W,1.2608333333333333,17.38438880706922,2,2,0,7
SES_90947,2024-02-05 08:36:00,2024-02-05 09:19:16,8.66,43.3,135.71,3W,0.7211111111111111,15.670900692840647,8,0,0,2
SES_28620,2024-07-13 22:21:00,2024-07-14 00:13:50,3.47,112.8,61.0,2W,1.8805555555555555,17.579250720461093,22,5,1,7
SES_74363,2024-06-27 18:53:00,2024-06-27 20:11:22,6.94,78.4,107.44,3W,1.306111111111111,15.481268011527376,18,3,0,6
SES_30276,2024-10-15 17:29:00,2024-10-15 18:52:12,3.4,83.2,59.55,2W,1.3866666666666667,17.514705882352942,17,1,0,10
SES_77982,2024-01-26 11:04:00,2024-01-26 12:00:26,3.01,56.4,45.59,2W,0.9405555555555556,15.146179401993358,11,4,0,1
SES_97294,2024-05-20 19:39:00,2024-05-20 21:02:05,7.39,83.1,116.88,3W,1.3847222222222222,15.81596752368065,19,0,0,5
SES_25279,2024-11-02 10:18:00,2024-11-02 11:06:02,2.75,48.0,44.36,2W,0.8005555555555556,16.13090909090909,10,5,1,11
SES_60498,2024-03-28 19:32:00,2024-03-28 20:21:45,8.79,49.8,151.46,3W,0.8291666666666667,17.23094425483504,19,3,0,3
SES_67017,2024-11-16 17:00:00,2024-11-16 18:10:22,7.39,70.4,130.21,3W,1.1727777777777777,17.619756427604873,17,5,1,11
SES_59396,2024-04-10 13:11:00,2024-04-10 15:16:02,34.83,125.0,607.78,4W,2.0838888888888887,17.449899511915017,13,2,0,4
SES_72248,2024-06-10 15:29:00,2024-06-10 16:28:04,42.9,59.1,688.2,4W,0.9844444444444445,16.041958041958043,15,0,0,6
SES_14265,2024-06-05 14:23:00,2024-06-05 16:13:10,47.51,110.2,841.16,4W,1.836111111111111,17.704904230688275,14,2,0,6
SES_13877,2024-01-11 10:05:00,2024-01-11 11:22:33,1.62,77.6,27.46,2W,1.2925,16.950617283950617,10,3,0,1
SES_35716,2024-07-17 23:56:00,2024-07-18 00:39:38,2.61,43.6,42.51,2W,0.7272222222222222,16.28735632183908,23,2,0,7
SES_97216,2024-10-12 11:51:00,2024-10-12 13:02:06,9.09,71.1,140.45,3W,1.185,15.45104510451045,11,5,1,10
SES_92533,2024-06-03 06:09:00,2024-06-03 08:19:29,42.95,130.5,743.06,4W,2.174722222222222,17.300582072176947,6,0,0,6
SES_94261,2024-06-10 15:04:00,2024-06-10 16:43:56,2.5,99.9,40.16,2W,1.6655555555555555,16.064,15,0,0,6
SES_91110,2024-06-12 16:53:00,2024-06-12 18:10:16,6.64,77.3,108.14,3W,1.2877777777777777,16.286144578313255,16,2,0,6
SES_76269,2024-01-07 06:12:00,2024-01-07 07:26:05,8.72,74.1,146.57,3W,1.2347222222222223,16.808486238532108,6,6,1,1
SES_53278,2024-02-01 15:53:00,2024-02-01 17:17:08,43.8,84.1,710.53,4W,1.4022222222222223,16.22214611872146,15,3,0,2
SES_62644,2024-01-17 12:07:00,2024-01-17 14:01:01,46.39,114.0,815.89,4W,1.9002777777777777,17.587626643673204,12,2,0,1
SES_82806,2024-05-06 20:00:00,2024-05-06 20:31:35,2.54,31.6,43.36,2W,0.5263888888888889,17.07086614173228,20,0,0,5
SES_64853,2024-06-08 05:23:00,2024-06-08 08:17:14,21.25,174.2,354.7,4W,2.903888888888889,16.691764705882353,5,5,1,6
SES_37347,2024-11-08 12:00:00,2024-11-08 13:08:44,7.27,68.7,110.35,3W,1.1455555555555557,15.178817056396149,12,4,0,11
SES_18892,2024-12-31 21:12:00,2024-12-31 22:15:18,51.49,63.3,821.49,4W,1.055,15.954360069916488,21,1,0,12
SES_40556,2024-07-07 20:29:00,2024-07-07 21:46:29,44.69,77.5,703.46,4W,1.291388888888889,15.740881628999778,20,6,1,7
SES_21635,2024-04-08 23:37:00,2024-04-09 00:20:01,1.55,43.0,27.77,2W,0.7169444444444445,17.916129032258063,23,0,0,4
SES_31050,2024-07-11 15:18:00,2024-07-11 16:27:15,44.02,69.3,732.84,4W,1.1541666666666666,16.64788732394366,15,3,0,7
SES_33670,2024-03-20 21:47:00,2024-03-20 22:59:59,6.49,73.0,102.72,3W,1.216388888888889,15.827426810477657,21,2,0,3
SES_45290,2024-12-12 16:12:00,2024-12-12 18:54:41,23.96,162.7,416.47,4W,2.711388888888889,17.381886477462437,16,3,0,12
SES_30278,2024-05-07 19:42:00,2024-05-07 20:57:42,9.62,75.7,171.43,3W,1.2616666666666667,17.820166320166322,19,1,0,5
SES_62005,2024-05-30 18:01:00,2024-05-30 18:43:00,7.79,42.0,128.55,3W,0.7,16.501925545571247,18,3,0,5
SES_83980,2024-02-11 18:19:00,2024-02-11 18:59:31,8.82,40.5,158.34,3W,0.6752777777777778,17.952380952380953,18,6,1,2
SES_81036,2024-12-11 16:32:00,2024-12-11 17:35:51,5.62,63.9,99.24,3W,1.0641666666666667,17.65836298932384,16,2,0,12
SES_77667,2024-08-10 22:57:00,2024-08-11 01:14:27,55.04,137.5,896.89,4W,2.2908333333333335,16.295239825581394,22,5,1,8
SES_54979,2024-05-19 07:48:00,2024-05-19 10:18:37,37.1,150.6,630.35,4W,2.5102777777777776,16.99056603773585,7,6,1,5
SES_71143,2024-02-11 05:25:00,2024-02-11 06:51:02,1.92,86.0,31.34,2W,1.433888888888889,16.322916666666668,5,6,1,2
SES_64861,2024-10-21 19:24:00,2024-10-21 20:21:48,2.42,57.8,39.48,2W,0.9633333333333334,16.314049586776857,19,0,0,10
SES_59280,2024-05-20 19:25:00,2024-05-20 20:19:20,5.8,54.3,101.01,3W,0.9055555555555556,17.415517241379312,19,0,0,5
SES_21748,2024-12-08 12:52:00,2024-12-08 13:54:04,9.44,62.1,151.55,3W,1.0344444444444445,16.054025423728817,12,6,1,12
SES_25280,2024-05-31 12:50:00,2024-05-31 13:41:45,5.11,51.8,91.05,3W,0.8625,17.818003913894323,12,4,0,5
SES_65630,2024-01-11 22:54:00,2024-01-11 23:44:12,53.68,50.2,947.35,4W,0.8366666666666667,17.648099850968705,22,3,0,1
SES_14322,2024-04-25 17:47:00,2024-04-25 19:35:44,30.62,108.7,493.65,4W,1.8122222222222222,16.121815806662312,17,3,0,4
SES_98347,2024-08-06 13:38:00,2024-08-06 15:08:01,1.91,90.0,34.25,2W,1.5002777777777778,17.93193717277487,13,1,0,8
SES_22787,2024-08-02 22:16:00,2024-08-03 00:01:23,47.32,105.4,763.04,4W,1.756388888888889,16.1251056635672,22,4,0,8
SES_10144,2024-10-20 08:17:00,2024-10-20 09:52:46,42.04,95.8,723.57,4W,1.596111111111111,17.211465271170315,8,6,1,10
SES_52871,2024-07-20 18:02:00,2024-07-20 19:15:57,22.5,74.0,393.67,4W,1.2325,17.496444444444446,18,5,1,7
SES_52306,2024-02-04 13:47:00,2024-02-04 14:28:29,2.72,41.5,46.98,2W,0.6913888888888889,17.27205882352941,13,6,1,2
SES_78226,2024-07-31 15:58:00,2024-07-31 17:18:01,25.15,80.0,410.62,4W,1.333611111111111,16.326838966202786,15,2,0,7
SES_82156,2024-07-24 22:18:00,2024-07-24 23:07:41,8.11,49.7,140.91,3W,0.8280555555555555,17.374845869297165,22,2,0,7
SES_30895,2024-06-02 18:09:00,2024-06-02 19:19:05,6.87,70.1,117.11,3W,1.1680555555555556,17.046579330422126,18,6,1,6
SES_50644,2024-01-05 05:22:00,2024-01-05 08:13:17,25.21,171.3,422.64,4W,2.854722222222222,16.764775882586274,5,4,0,1
SES_98372,2024-07-11 16:45:00,2024-07-11 17:47:30,5.86,62.5,97.46,3W,1.0416666666666667,16.631399317406142,16,3,0,7
SES_89669,2024-05-21 06:37:00,2024-05-21 07:58:21,2.61,81.4,43.45,2W,1.3558333333333332,16.647509578544064,6,1,0,5
SES_49648,2024-11-17 10:30:00,2024-11-17 11:36:46,2.03,66.8,32.61,2W,1.1127777777777779,16.064039408866996,10,6,1,11
SES_62972,2024-08-20 21:57:00,2024-08-20 23:14:56,3.42,77.9,55.78,2W,1.298888888888889,16.309941520467838,21,1,0,8
SES_96239,2024-12-25 18:07:00,2024-12-25 19:14:21,6.42,67.4,101.17,3W,1.1225,15.758566978193146,18,2,0,12
SES_94061,2024-10-02 06:54:00,2024-10-02 09:22:31,46.73,148.5,772.26,4W,2.475277777777778,16.526000427990585,6,2,0,10
SES_23334,2024-05-24 19:48:00,2024-05-24 20:46:06,8.03,58.1,126.03,3W,0.9683333333333334,15.694894146948943,19,4,0,5
SES_14208,2024-11-12 10:22:00,2024-11-12 11:14:30,2.52,52.5,40.34,2W,0.875,16.00793650793651,10,1,0,11
SES_39652,2024-09-10 11:02:00,2024-09-10 11:47:04,5.14,45.1,88.39,3W,0.7511111111111111,17.19649805447471,11,1,0,9
SES_85264,2024-03-23 20:10:00,2024-03-23 21:01:10,2.04,51.2,33.51,2W,0.8527777777777777,16.426470588235293,20,5,1,3
SES_63212,2024-05-18 13:31:00,2024-05-18 14:45:49,2.46,74.8,38.57,2W,1.2469444444444444,15.678861788617887,13,5,1,5
SES_33554,2024-08-08 21:10:00,2024-08-08 22:26:28,8.65,76.5,135.01,3W,1.2744444444444445,15.60809248554913,21,3,0,8
SES_80340,2024-02-25 17:46:00,2024-02-25 18:24:20,2.28,38.3,37.92,2W,0.6388888888888888,16.631578947368425,17,6,1,2
SES_37306,2024-04-10 23:38:00,2024-04-11 00:45:59,2.29,68.0,40.43,2W,1.1330555555555555,17.655021834061134,23,2,0,4
SES_86473,2024-10-03 06:50:00,2024-10-03 07:52:36,8.39,62.6,136.54,3W,1.0433333333333332,16.274135876042905,6,3,0,10
SES_88445,2024-10-22 20:56:00,2024-10-22 22:50:01,1.93,114.0,29.97,2W,1.9002777777777777,15.528497409326425,20,1,0,10
SES_65372,2024-11-18 11:01:00,2024-11-18 13:09:39,35.02,128.7,547.5,4W,2.1441666666666666,15.633923472301541,11,0,0,11
SES_30228,2024-09-26 16:42:00,2024-09-26 18:37:21,42.12,115.4,728.01,4W,1.9225,17.284188034188034,16,3,0,9
SES_53739,2024-06-05 17:17:00,2024-06-05 18:03:34,7.71,46.6,120.11,3W,0.7761111111111111,15.578469520103761,17,2,0,6
SES_94621,2024-05-26 18:32:00,2024-05-26 21:01:31,20.74,149.5,352.63,4W,2.4919444444444445,17.00241080038573,18,6,1,5
SES_89437,2024-09-02 11:39:00,2024-09-02 12:41:54,2.33,62.9,38.63,2W,1.0483333333333333,16.5793991416309,11,0,0,9
SES_75544,2024-10-07 15:28:00,2024-10-07 16:49:57,8.0,82.0,126.77,3W,1.3658333333333332,15.84625,15,0,0,10
SES_16394,2024-06-09 19:42:00,2024-06-09 20:39:10,58.36,57.2,926.15,4W,0.9527777777777777,15.869602467443455,19,6,1,6
SES_96686,2024-05-12 13:05:00,2024-05-12 14:44:33,29.48,99.6,485.25,4W,1.6591666666666667,16.46031207598372,13,6,1,5
SES_66912,2024-09-08 21:15:00,2024-09-08 22:53:01,20.61,98.0,335.73,4W,1.6336111111111111,16.28966521106259,21,6,1,9
SES_11991,2024-01-23 01:12:00,2024-01-23 02:28:48,5.32,76.8,88.89,3W,1.28,16.70864661654135,1,1,0,1
SES_71098,2024-10-14 02:36:00,2024-10-14 03:55:10,57.72,79.2,967.17,4W,1.3194444444444444,16.756237006237004,2,0,0,10
